Type	SeqNo	Delay
BestRoute	6359	1291.970000
BestRoute	6362	1289.140000
BestRoute	6364	1288.430000
BestRoute	6366	1287.720000
BestRoute	6369	1287.010000
BestRoute	6371	1286.300000
BestRoute	6373	1285.590000
BestRoute	6376	1282.760000
BestRoute	6378	1282.050000
BestRoute	6380	1281.340000
BestRoute	6383	1280.630000
BestRoute	6385	1279.920000
BestRoute	6387	1279.220000
BestRoute	6390	1276.380000
BestRoute	6392	1275.670000
BestRoute	6394	1274.960000
BestRoute	6406	119.198000
BestRoute	6407	121.324000
BestRoute	6408	121.324000
BestRoute	6409	123.450000
BestRoute	6410	123.450000
BestRoute	6411	125.576000
BestRoute	6412	125.576000
BestRoute	6413	127.702000
BestRoute	6414	127.702000
BestRoute	6415	129.828000
BestRoute	6416	129.828000
BestRoute	6417	131.954000
BestRoute	6418	131.954000
BestRoute	6419	134.080000
BestRoute	6420	134.080000
BestRoute	6421	136.206000
BestRoute	6422	136.206000
BestRoute	6423	138.332000
BestRoute	6424	138.332000
BestRoute	6425	140.458000
BestRoute	6426	131.289000
BestRoute	6427	133.415000
BestRoute	6428	134.124000
BestRoute	6429	136.250000
BestRoute	6430	136.958000
BestRoute	6431	139.084000
BestRoute	6432	139.793000
BestRoute	6433	141.919000
BestRoute	6434	142.628000
BestRoute	6435	144.754000
BestRoute	6436	145.462000
BestRoute	6437	147.588000
BestRoute	6438	148.297000
BestRoute	6439	150.423000
BestRoute	6440	151.132000
BestRoute	6441	153.258000
BestRoute	6442	153.966000
BestRoute	6443	156.092000
BestRoute	6444	156.801000
BestRoute	6445	158.927000
BestRoute	6446	159.636000
BestRoute	6447	161.762000
BestRoute	6448	162.470000
BestRoute	6449	164.596000
BestRoute	6450	165.305000
BestRoute	6451	167.431000
BestRoute	6452	168.140000
BestRoute	6453	170.266000
BestRoute	6454	170.974000
BestRoute	6455	173.100000
BestRoute	6456	173.809000
BestRoute	6457	175.935000
BestRoute	6458	176.644000
BestRoute	6459	178.770000
BestRoute	6461	179.478000
BestRoute	6463	180.187000
BestRoute	6464	180.896000
BestRoute	6466	181.604000
BestRoute	6468	182.313000
BestRoute	6470	125.434000
BestRoute	6471	127.560000
BestRoute	6472	127.560000
BestRoute	6473	129.686000
BestRoute	6474	129.686000
BestRoute	6475	131.812000
BestRoute	6476	131.812000
BestRoute	6477	133.938000
BestRoute	6478	133.938000
BestRoute	6479	136.064000
BestRoute	6480	136.064000
BestRoute	6481	138.190000
BestRoute	6482	138.190000
BestRoute	6483	140.316000
BestRoute	6484	140.316000
BestRoute	6485	142.442000
BestRoute	6486	142.442000
BestRoute	6487	144.568000
BestRoute	6488	144.568000
BestRoute	6489	146.694000
BestRoute	6490	146.694000
BestRoute	6491	148.820000
BestRoute	6492	148.820000
BestRoute	6493	150.946000
BestRoute	6494	150.946000
BestRoute	6495	153.072000
BestRoute	6496	153.072000
BestRoute	6497	155.198000
BestRoute	6498	155.198000
BestRoute	6499	157.324000
BestRoute	6500	157.324000
BestRoute	6501	159.450000
BestRoute	6502	159.450000
BestRoute	6503	161.576000
BestRoute	6504	161.576000
BestRoute	6505	163.702000
BestRoute	6506	163.702000
BestRoute	6507	165.828000
BestRoute	6508	165.828000
BestRoute	6509	167.954000
BestRoute	6511	167.954000
BestRoute	6512	167.954000
BestRoute	6514	167.954000
BestRoute	6516	167.954000
BestRoute	6518	167.954000
BestRoute	6519	170.080000
BestRoute	6521	170.080000
BestRoute	6523	170.080000
BestRoute	6525	170.080000
BestRoute	6526	170.080000
BestRoute	6528	170.080000
BestRoute	6530	170.080000
BestRoute	6532	170.080000
BestRoute	6533	172.206000
BestRoute	6535	172.206000
BestRoute	6537	172.206000
BestRoute	6539	172.206000
BestRoute	6540	172.206000
BestRoute	6542	172.206000
BestRoute	6544	172.206000
BestRoute	6546	172.206000
BestRoute	6547	174.332000
BestRoute	6549	174.332000
BestRoute	6551	174.332000
BestRoute	6553	174.332000
BestRoute	6554	174.332000
BestRoute	6556	174.332000
BestRoute	6558	174.332000
BestRoute	6560	174.332000
BestRoute	6561	176.458000
BestRoute	6563	176.458000
BestRoute	6565	176.458000
BestRoute	6567	176.458000
BestRoute	6568	176.458000
BestRoute	6570	176.458000
BestRoute	6572	176.458000
BestRoute	6574	176.458000
BestRoute	6575	178.584000
BestRoute	6577	178.584000
BestRoute	6579	178.584000
BestRoute	6581	178.584000
BestRoute	6582	178.584000
BestRoute	6584	178.584000
BestRoute	6586	178.584000
BestRoute	6588	178.584000
BestRoute	6589	180.710000
BestRoute	6591	180.710000
BestRoute	6593	180.710000
BestRoute	6595	180.710000
BestRoute	6596	180.710000
BestRoute	6598	180.710000
BestRoute	6600	180.710000
BestRoute	6602	180.710000
BestRoute	6603	182.836000
BestRoute	6605	182.836000
BestRoute	6607	182.836000
BestRoute	6609	182.836000
BestRoute	6610	182.836000
BestRoute	6612	182.836000
BestRoute	6614	182.836000
BestRoute	6616	182.836000
BestRoute	6617	184.962000
BestRoute	6619	184.962000
BestRoute	6621	184.962000
BestRoute	6623	184.962000
BestRoute	6624	184.962000
BestRoute	6626	184.962000
BestRoute	6460	610.529000
BestRoute	6462	787.579000
BestRoute	6465	787.579000
BestRoute	6467	963.212000
BestRoute	6469	963.212000
BestRoute	6510	863.104000
BestRoute	6513	862.395000
BestRoute	6515	1034.480000
BestRoute	6517	1033.780000
BestRoute	6520	1030.940000
BestRoute	6522	1030.230000
BestRoute	6524	1029.520000
BestRoute	6527	1028.820000
BestRoute	6529	1028.110000
BestRoute	6531	1027.400000
BestRoute	6543	1175.150000
BestRoute	6545	1174.440000
BestRoute	6548	1171.600000
BestRoute	6550	1170.890000
BestRoute	6552	1170.190000
BestRoute	6555	1169.480000
BestRoute	6557	1168.770000
BestRoute	6559	1168.060000
BestRoute	6562	1165.230000
BestRoute	6564	1164.520000
BestRoute	6566	1163.810000
BestRoute	6569	1163.100000
BestRoute	6534	1200.660000
BestRoute	6536	1199.950000
BestRoute	6538	1199.240000
BestRoute	6541	1198.530000
BestRoute	6628	119.225000
BestRoute	6629	119.933000
BestRoute	6630	122.059000
BestRoute	6631	122.768000
BestRoute	6632	124.894000
BestRoute	6633	125.603000
BestRoute	6634	127.729000
BestRoute	6571	1312.970000
BestRoute	6573	1312.260000
BestRoute	6576	1309.430000
BestRoute	6578	1308.720000
BestRoute	6580	1308.010000
BestRoute	6583	1307.300000
BestRoute	6585	1306.600000
BestRoute	6587	1305.890000
BestRoute	6590	1303.050000
BestRoute	6592	1302.340000
BestRoute	6594	1301.630000
BestRoute	6597	1300.930000
BestRoute	6599	1300.220000
BestRoute	6601	1299.510000
BestRoute	6604	1296.670000
BestRoute	6606	1295.970000
BestRoute	6608	1295.260000
BestRoute	6611	1294.550000
BestRoute	6613	1293.840000
BestRoute	6615	1293.130000
BestRoute	6618	1290.300000
BestRoute	6620	1289.590000
BestRoute	6622	1288.880000
BestRoute	6625	1288.170000
BestRoute	6627	1287.460000
BestRoute	6635	119.198000
BestRoute	6636	121.324000
BestRoute	6637	121.324000
BestRoute	6638	123.450000
BestRoute	6639	123.450000
BestRoute	6640	125.576000
BestRoute	6641	125.576000
BestRoute	6642	127.702000
BestRoute	6643	127.702000
BestRoute	6644	129.828000
BestRoute	6645	129.828000
BestRoute	6646	131.954000
BestRoute	6647	131.954000
BestRoute	6648	134.080000
BestRoute	6649	119.198000
BestRoute	6650	121.324000
BestRoute	6651	122.033000
BestRoute	6652	124.159000
BestRoute	6653	124.867000
BestRoute	6654	126.993000
BestRoute	6655	127.702000
BestRoute	6656	129.828000
BestRoute	6657	130.537000
BestRoute	6658	132.663000
BestRoute	6659	133.371000
BestRoute	6660	135.497000
BestRoute	6661	136.206000
BestRoute	6662	138.332000
BestRoute	6663	139.041000
BestRoute	6664	141.167000
BestRoute	6665	141.875000
BestRoute	6666	144.001000
BestRoute	6667	144.710000
BestRoute	6668	146.836000
BestRoute	6669	147.545000
BestRoute	6670	149.671000
BestRoute	6671	150.379000
BestRoute	6672	152.505000
BestRoute	6673	153.214000
BestRoute	6674	155.340000
BestRoute	6675	156.049000
BestRoute	6676	158.175000
BestRoute	6677	158.883000
BestRoute	6678	161.009000
BestRoute	6679	161.718000
BestRoute	6680	163.844000
BestRoute	6681	164.553000
BestRoute	6682	166.679000
BestRoute	6683	167.387000
BestRoute	6684	169.513000
BestRoute	6685	170.222000
BestRoute	6686	172.348000
BestRoute	6687	173.057000
BestRoute	6688	175.183000
BestRoute	6689	175.891000
BestRoute	6690	178.017000
BestRoute	6691	178.726000
BestRoute	6692	180.852000
BestRoute	6693	181.561000
BestRoute	6694	183.687000
BestRoute	6695	184.395000
BestRoute	6697	185.104000
BestRoute	6698	187.230000
BestRoute	6699	135.532000
BestRoute	6700	137.658000
BestRoute	6701	137.658000
BestRoute	6702	139.784000
BestRoute	6703	139.784000
BestRoute	6704	141.910000
BestRoute	6705	141.910000
BestRoute	6706	144.036000
BestRoute	6707	144.036000
BestRoute	6708	146.162000
BestRoute	6709	146.162000
BestRoute	6710	148.288000
BestRoute	6711	148.288000
BestRoute	6712	150.414000
BestRoute	6713	150.414000
BestRoute	6714	152.540000
BestRoute	6715	152.540000
BestRoute	6716	154.666000
BestRoute	6717	154.666000
BestRoute	6718	156.792000
BestRoute	6719	156.792000
BestRoute	6720	158.918000
BestRoute	6721	158.918000
BestRoute	6722	161.044000
BestRoute	6723	161.044000
BestRoute	6724	163.170000
BestRoute	6725	163.170000
BestRoute	6726	165.296000
BestRoute	6727	163.702000
BestRoute	6729	163.702000
BestRoute	6730	165.828000
BestRoute	6732	165.828000
BestRoute	6734	165.828000
BestRoute	6736	165.828000
BestRoute	6737	165.828000
BestRoute	6739	165.828000
BestRoute	6741	165.828000
BestRoute	6743	165.828000
BestRoute	6744	167.954000
BestRoute	6746	167.954000
BestRoute	6748	167.954000
BestRoute	6750	167.954000
BestRoute	6751	167.954000
BestRoute	6753	167.954000
BestRoute	6755	167.954000
BestRoute	6757	167.954000
BestRoute	6758	170.080000
BestRoute	6760	170.080000
BestRoute	6762	170.080000
BestRoute	6764	170.080000
BestRoute	6765	170.080000
BestRoute	6767	170.080000
BestRoute	6769	170.080000
BestRoute	6771	170.080000
BestRoute	6772	172.206000
BestRoute	6774	172.206000
BestRoute	6776	172.206000
BestRoute	6778	172.206000
BestRoute	6779	172.206000
BestRoute	6781	172.206000
BestRoute	6783	172.206000
BestRoute	6785	172.206000
BestRoute	6786	174.332000
BestRoute	6788	174.332000
BestRoute	6790	174.332000
BestRoute	6792	174.332000
BestRoute	6793	174.332000
BestRoute	6795	174.332000
BestRoute	6797	174.332000
BestRoute	6799	174.332000
BestRoute	6800	176.458000
BestRoute	6802	176.458000
BestRoute	6804	176.458000
BestRoute	6806	176.458000
BestRoute	6807	176.458000
BestRoute	6809	176.458000
BestRoute	6811	176.458000
BestRoute	6813	176.458000
BestRoute	6814	178.584000
BestRoute	6816	178.584000
BestRoute	6818	178.584000
BestRoute	6820	178.584000
BestRoute	6821	178.584000
BestRoute	6823	178.584000
BestRoute	6825	178.584000
BestRoute	6827	178.584000
BestRoute	6828	180.710000
BestRoute	6830	180.710000
BestRoute	6832	180.710000
BestRoute	6834	180.710000
BestRoute	6835	180.710000
BestRoute	6837	180.710000
BestRoute	6839	180.710000
BestRoute	6841	180.710000
BestRoute	6842	182.836000
BestRoute	6844	182.836000
BestRoute	6846	182.836000
BestRoute	6848	182.836000
BestRoute	6696	593.983000
BestRoute	6728	685.851000
BestRoute	6731	683.016000
BestRoute	6733	857.940000
BestRoute	6735	857.232000
BestRoute	6738	856.523000
BestRoute	6740	855.814000
BestRoute	6756	1006.400000
BestRoute	6759	1003.560000
BestRoute	6742	1027.900000
BestRoute	6745	1025.070000
BestRoute	6747	1024.360000
BestRoute	6749	1023.650000
BestRoute	6752	1022.940000
BestRoute	6754	1022.230000
BestRoute	6766	1164.780000
BestRoute	6768	1164.070000
BestRoute	6770	1165.730000
BestRoute	6773	1162.900000
BestRoute	6775	1162.190000
BestRoute	6777	1161.480000
BestRoute	6780	1160.770000
BestRoute	6782	1160.060000
BestRoute	6784	1159.350000
BestRoute	6761	1184.160000
BestRoute	6787	1157.940000
BestRoute	6763	1184.860000
BestRoute	6789	1158.640000
BestRoute	6791	1157.940000
BestRoute	6794	1157.230000
BestRoute	6796	1156.520000
BestRoute	6849	119.198000
BestRoute	6850	121.324000
BestRoute	6851	122.033000
BestRoute	6852	124.159000
BestRoute	6853	124.867000
BestRoute	6854	126.993000
BestRoute	6855	127.702000
BestRoute	6856	129.828000
BestRoute	6857	130.537000
BestRoute	6858	132.663000
BestRoute	6798	1298.350000
BestRoute	6801	1295.520000
BestRoute	6803	1294.810000
BestRoute	6805	1294.100000
BestRoute	6808	1293.390000
BestRoute	6810	1292.680000
BestRoute	6812	1291.970000
BestRoute	6815	1289.140000
BestRoute	6817	1288.430000
BestRoute	6819	1287.720000
BestRoute	6822	1287.010000
BestRoute	6824	1286.300000
BestRoute	6826	1285.590000
BestRoute	6829	1282.760000
BestRoute	6831	1282.050000
BestRoute	6833	1281.340000
BestRoute	6836	1280.630000
BestRoute	6838	1279.920000
BestRoute	6840	1279.220000
BestRoute	6843	1276.380000
BestRoute	6845	1275.670000
BestRoute	6847	1274.960000
BestRoute	6859	119.198000
BestRoute	6860	121.324000
BestRoute	6861	121.324000
BestRoute	6862	123.450000
BestRoute	6863	123.450000
BestRoute	6864	125.576000
BestRoute	6865	125.576000
BestRoute	6866	127.702000
BestRoute	6867	127.702000
BestRoute	6868	129.828000
BestRoute	6869	129.828000
BestRoute	6870	131.954000
BestRoute	6871	131.954000
BestRoute	6872	134.080000
BestRoute	6873	134.080000
BestRoute	6874	136.206000
BestRoute	6875	136.206000
BestRoute	6876	138.332000
BestRoute	6877	138.332000
BestRoute	6878	140.458000
BestRoute	6879	131.289000
BestRoute	6880	133.415000
BestRoute	6881	134.124000
BestRoute	6882	136.250000
BestRoute	6883	136.958000
BestRoute	6884	139.084000
BestRoute	6885	139.793000
BestRoute	6886	141.919000
BestRoute	6887	142.628000
BestRoute	6888	144.754000
BestRoute	6889	145.462000
BestRoute	6890	147.588000
BestRoute	6891	148.297000
BestRoute	6892	150.423000
BestRoute	6893	151.132000
BestRoute	6894	153.258000
BestRoute	6895	153.966000
BestRoute	6896	156.092000
BestRoute	6897	156.801000
BestRoute	6898	158.927000
BestRoute	6899	159.636000
BestRoute	6900	161.762000
BestRoute	6901	162.470000
BestRoute	6902	164.596000
BestRoute	6903	165.305000
BestRoute	6904	167.431000
BestRoute	6905	168.140000
BestRoute	6906	170.266000
BestRoute	6907	170.974000
BestRoute	6908	173.100000
BestRoute	6909	173.809000
BestRoute	6910	175.935000
BestRoute	6911	176.644000
BestRoute	6912	178.770000
BestRoute	6914	179.478000
BestRoute	6916	180.187000
BestRoute	6917	180.896000
BestRoute	6919	181.604000
BestRoute	6921	182.313000
BestRoute	6923	125.434000
BestRoute	6924	127.560000
BestRoute	6925	127.560000
BestRoute	6926	129.686000
BestRoute	6927	129.686000
BestRoute	6928	131.812000
BestRoute	6929	131.812000
BestRoute	6930	133.938000
BestRoute	6931	133.938000
BestRoute	6932	136.064000
BestRoute	6933	136.064000
BestRoute	6934	138.190000
BestRoute	6935	138.190000
BestRoute	6936	140.316000
BestRoute	6937	140.316000
BestRoute	6938	142.442000
BestRoute	6939	142.442000
BestRoute	6940	144.568000
BestRoute	6941	144.568000
BestRoute	6942	146.694000
BestRoute	6943	146.694000
BestRoute	6944	148.820000
BestRoute	6945	148.820000
BestRoute	6946	150.946000
BestRoute	6947	150.946000
BestRoute	6948	153.072000
BestRoute	6949	153.072000
BestRoute	6950	155.198000
BestRoute	6951	155.198000
BestRoute	6952	157.324000
BestRoute	6953	157.324000
BestRoute	6954	159.450000
BestRoute	6955	159.450000
BestRoute	6956	161.576000
BestRoute	6957	161.576000
BestRoute	6958	163.702000
BestRoute	6959	163.702000
BestRoute	6960	165.828000
BestRoute	6961	165.828000
BestRoute	6962	167.954000
BestRoute	6964	167.954000
BestRoute	6965	167.954000
BestRoute	6967	167.954000
BestRoute	6969	167.954000
BestRoute	6971	167.954000
BestRoute	6972	170.080000
BestRoute	6974	170.080000
BestRoute	6976	170.080000
BestRoute	6978	170.080000
BestRoute	6979	170.080000
BestRoute	6981	170.080000
BestRoute	6983	170.080000
BestRoute	6985	170.080000
BestRoute	6986	172.206000
BestRoute	6988	172.206000
BestRoute	6990	172.206000
BestRoute	6992	172.206000
BestRoute	6993	172.206000
BestRoute	6995	172.206000
BestRoute	6997	172.206000
BestRoute	6999	172.206000
BestRoute	7000	174.332000
BestRoute	7002	174.332000
BestRoute	7004	174.332000
BestRoute	7006	174.332000
BestRoute	7007	174.332000
BestRoute	7009	174.332000
BestRoute	7011	174.332000
BestRoute	7013	174.332000
BestRoute	7014	176.458000
BestRoute	7016	176.458000
BestRoute	7018	176.458000
BestRoute	7020	176.458000
BestRoute	7021	176.458000
BestRoute	7023	176.458000
BestRoute	7025	176.458000
BestRoute	7027	176.458000
BestRoute	7028	178.584000
BestRoute	7030	178.584000
BestRoute	7032	178.584000
BestRoute	7034	178.584000
BestRoute	7035	178.584000
BestRoute	7037	178.584000
BestRoute	7039	178.584000
BestRoute	7041	178.584000
BestRoute	7042	180.710000
BestRoute	7044	180.710000
BestRoute	7046	180.710000
BestRoute	7048	180.710000
BestRoute	7049	180.710000
BestRoute	7051	180.710000
BestRoute	7053	180.710000
BestRoute	7055	180.710000
BestRoute	7056	182.836000
BestRoute	7058	182.836000
BestRoute	7060	182.836000
BestRoute	7062	182.836000
BestRoute	7063	182.836000
BestRoute	7065	182.836000
BestRoute	7067	182.836000
BestRoute	7069	182.836000
BestRoute	7070	184.962000
BestRoute	7072	184.962000
BestRoute	7074	184.962000
BestRoute	7076	184.962000
BestRoute	7077	184.962000
BestRoute	7079	184.962000
BestRoute	6913	610.529000
BestRoute	6915	787.579000
BestRoute	6918	787.579000
BestRoute	6920	963.212000
BestRoute	6922	963.212000
BestRoute	6963	863.104000
BestRoute	6966	862.395000
BestRoute	6968	1034.480000
BestRoute	6970	1033.780000
BestRoute	6973	1030.940000
BestRoute	6975	1030.230000
BestRoute	6977	1029.520000
BestRoute	6980	1028.820000
BestRoute	6982	1028.110000
BestRoute	6984	1027.400000
BestRoute	6996	1175.150000
BestRoute	6998	1174.440000
BestRoute	7001	1171.600000
BestRoute	7003	1170.890000
BestRoute	7005	1170.190000
BestRoute	7008	1169.480000
BestRoute	7010	1168.770000
BestRoute	7012	1168.060000
BestRoute	7015	1165.230000
BestRoute	7017	1164.520000
BestRoute	7019	1163.810000
BestRoute	7022	1163.100000
BestRoute	6987	1200.660000
BestRoute	6989	1199.950000
BestRoute	6991	1199.240000
BestRoute	6994	1198.530000
BestRoute	7081	119.225000
BestRoute	7082	119.933000
BestRoute	7083	122.059000
BestRoute	7084	122.768000
BestRoute	7085	124.894000
BestRoute	7086	125.603000
BestRoute	7087	127.729000
BestRoute	7024	1312.970000
BestRoute	7026	1312.260000
BestRoute	7029	1309.430000
BestRoute	7031	1308.720000
BestRoute	7033	1308.010000
BestRoute	7036	1307.300000
BestRoute	7038	1306.600000
BestRoute	7040	1305.890000
BestRoute	7043	1303.050000
BestRoute	7045	1302.340000
BestRoute	7047	1301.630000
BestRoute	7050	1300.930000
BestRoute	7052	1300.220000
BestRoute	7054	1299.510000
BestRoute	7057	1296.670000
BestRoute	7059	1295.970000
BestRoute	7061	1295.260000
BestRoute	7064	1294.550000
BestRoute	7066	1293.840000
BestRoute	7068	1293.130000
BestRoute	7071	1290.300000
BestRoute	7073	1289.590000
BestRoute	7075	1288.880000
BestRoute	7078	1288.170000
BestRoute	7080	1287.460000
BestRoute	7088	119.198000
BestRoute	7089	121.324000
BestRoute	7090	121.324000
BestRoute	7091	123.450000
BestRoute	7092	123.450000
BestRoute	7093	125.576000
BestRoute	7094	125.576000
BestRoute	7095	127.702000
BestRoute	7096	127.702000
BestRoute	7097	129.828000
BestRoute	7098	129.828000
BestRoute	7099	131.954000
BestRoute	7100	131.954000
BestRoute	7101	134.080000
BestRoute	7102	119.198000
BestRoute	7103	121.324000
BestRoute	7104	122.033000
BestRoute	7105	124.159000
BestRoute	7106	124.867000
BestRoute	7107	126.993000
BestRoute	7108	127.702000
BestRoute	7109	129.828000
BestRoute	7110	130.537000
BestRoute	7111	132.663000
BestRoute	7112	133.371000
BestRoute	7113	135.497000
BestRoute	7114	136.206000
BestRoute	7115	138.332000
BestRoute	7116	139.041000
BestRoute	7117	141.167000
BestRoute	7118	141.875000
BestRoute	7119	144.001000
BestRoute	7120	144.710000
BestRoute	7121	146.836000
BestRoute	7122	147.545000
BestRoute	7123	149.671000
BestRoute	7124	150.379000
BestRoute	7125	152.505000
BestRoute	7126	153.214000
BestRoute	7127	155.340000
BestRoute	7128	156.049000
BestRoute	7129	158.175000
BestRoute	7130	158.883000
BestRoute	7131	161.009000
BestRoute	7132	161.718000
BestRoute	7133	163.844000
BestRoute	7134	164.553000
BestRoute	7135	166.679000
BestRoute	7136	167.387000
BestRoute	7137	169.513000
BestRoute	7138	170.222000
BestRoute	7139	172.348000
BestRoute	7140	173.057000
BestRoute	7141	175.183000
BestRoute	7142	175.891000
BestRoute	7143	178.017000
BestRoute	7144	178.726000
BestRoute	7145	180.852000
BestRoute	7146	181.561000
BestRoute	7147	183.687000
BestRoute	7148	184.395000
BestRoute	7150	185.104000
BestRoute	7151	187.230000
BestRoute	7152	135.532000
BestRoute	7153	137.658000
BestRoute	7154	137.658000
BestRoute	7155	139.784000
BestRoute	7156	139.784000
BestRoute	7157	141.910000
BestRoute	7158	141.910000
BestRoute	7159	144.036000
BestRoute	7160	144.036000
BestRoute	7161	146.162000
BestRoute	7162	146.162000
BestRoute	7163	148.288000
BestRoute	7164	148.288000
BestRoute	7165	150.414000
BestRoute	7166	150.414000
BestRoute	7167	152.540000
BestRoute	7168	152.540000
BestRoute	7169	154.666000
BestRoute	7170	154.666000
BestRoute	7171	156.792000
BestRoute	7172	156.792000
BestRoute	7173	158.918000
BestRoute	7174	158.918000
BestRoute	7175	161.044000
BestRoute	7176	161.044000
BestRoute	7177	163.170000
BestRoute	7178	163.170000
BestRoute	7179	165.296000
BestRoute	7180	163.702000
BestRoute	7182	163.702000
BestRoute	7183	165.828000
BestRoute	7185	165.828000
BestRoute	7187	165.828000
BestRoute	7189	165.828000
BestRoute	7190	165.828000
BestRoute	7192	165.828000
BestRoute	7194	165.828000
BestRoute	7196	165.828000
BestRoute	7197	167.954000
BestRoute	7199	167.954000
BestRoute	7201	167.954000
BestRoute	7203	167.954000
BestRoute	7204	167.954000
BestRoute	7206	167.954000
BestRoute	7208	167.954000
BestRoute	7210	167.954000
BestRoute	7211	170.080000
BestRoute	7213	170.080000
BestRoute	7215	170.080000
BestRoute	7217	170.080000
BestRoute	7218	170.080000
BestRoute	7220	170.080000
BestRoute	7222	170.080000
BestRoute	7224	170.080000
BestRoute	7225	172.206000
BestRoute	7227	172.206000
BestRoute	7229	172.206000
BestRoute	7231	172.206000
BestRoute	7232	172.206000
BestRoute	7234	172.206000
BestRoute	7236	172.206000
BestRoute	7238	172.206000
BestRoute	7239	174.332000
BestRoute	7241	174.332000
BestRoute	7243	174.332000
BestRoute	7245	174.332000
BestRoute	7246	174.332000
BestRoute	7248	174.332000
BestRoute	7250	174.332000
BestRoute	7252	174.332000
BestRoute	7253	176.458000
BestRoute	7255	176.458000
BestRoute	7257	176.458000
BestRoute	7259	176.458000
BestRoute	7260	176.458000
BestRoute	7262	176.458000
BestRoute	7264	176.458000
BestRoute	7266	176.458000
BestRoute	7267	178.584000
BestRoute	7269	178.584000
BestRoute	7271	178.584000
BestRoute	7273	178.584000
BestRoute	7274	178.584000
BestRoute	7276	178.584000
BestRoute	7278	178.584000
BestRoute	7280	178.584000
BestRoute	7281	180.710000
BestRoute	7283	180.710000
BestRoute	7285	180.710000
BestRoute	7287	180.710000
BestRoute	7288	180.710000
BestRoute	7290	180.710000
BestRoute	7292	180.710000
BestRoute	7294	180.710000
BestRoute	7295	182.836000
BestRoute	7297	182.836000
BestRoute	7299	182.836000
BestRoute	7301	182.836000
BestRoute	7149	593.983000
BestRoute	7181	685.851000
BestRoute	7184	683.016000
BestRoute	7186	857.940000
BestRoute	7188	857.232000
BestRoute	7191	856.523000
BestRoute	7193	855.814000
BestRoute	7209	1006.400000
BestRoute	7212	1003.560000
BestRoute	7195	1027.900000
BestRoute	7198	1025.070000
BestRoute	7200	1024.360000
BestRoute	7202	1023.650000
BestRoute	7205	1022.940000
BestRoute	7207	1022.230000
BestRoute	7219	1164.780000
BestRoute	7221	1164.070000
BestRoute	7223	1165.730000
BestRoute	7226	1162.900000
BestRoute	7228	1162.190000
BestRoute	7230	1161.480000
BestRoute	7233	1160.770000
BestRoute	7235	1160.060000
BestRoute	7237	1159.350000
BestRoute	7214	1184.160000
BestRoute	7240	1157.940000
BestRoute	7216	1184.860000
BestRoute	7242	1158.640000
BestRoute	7244	1157.940000
BestRoute	7247	1157.230000
BestRoute	7249	1156.520000
BestRoute	7302	119.198000
BestRoute	7303	121.324000
BestRoute	7304	122.033000
BestRoute	7305	124.159000
BestRoute	7306	124.867000
BestRoute	7307	126.993000
BestRoute	7308	127.702000
BestRoute	7309	129.828000
BestRoute	7310	130.537000
BestRoute	7311	132.663000
BestRoute	7251	1298.350000
BestRoute	7254	1295.520000
BestRoute	7256	1294.810000
BestRoute	7258	1294.100000
BestRoute	7261	1293.390000
BestRoute	7263	1292.680000
BestRoute	7265	1291.970000
BestRoute	7268	1289.140000
BestRoute	7270	1288.430000
BestRoute	7272	1287.720000
BestRoute	7275	1287.010000
BestRoute	7277	1286.300000
BestRoute	7279	1285.590000
BestRoute	7282	1282.760000
BestRoute	7284	1282.050000
BestRoute	7286	1281.340000
BestRoute	7289	1280.630000
BestRoute	7291	1279.920000
BestRoute	7293	1279.220000
BestRoute	7296	1276.380000
BestRoute	7298	1275.670000
BestRoute	7300	1274.960000
BestRoute	7312	119.198000
BestRoute	7313	121.324000
BestRoute	7314	121.324000
BestRoute	7315	123.450000
BestRoute	7316	123.450000
BestRoute	7317	125.576000
BestRoute	7318	125.576000
BestRoute	7319	127.702000
BestRoute	7320	127.702000
BestRoute	7321	129.828000
BestRoute	7322	129.828000
BestRoute	7323	131.954000
BestRoute	7324	131.954000
BestRoute	7325	134.080000
BestRoute	7326	134.080000
BestRoute	7327	136.206000
BestRoute	7328	136.206000
BestRoute	7329	138.332000
BestRoute	7330	138.332000
BestRoute	7331	140.458000
BestRoute	7332	131.289000
BestRoute	7333	133.415000
BestRoute	7334	134.124000
BestRoute	7335	136.250000
BestRoute	7336	136.958000
BestRoute	7337	139.084000
BestRoute	7338	139.793000
BestRoute	7339	141.919000
BestRoute	7340	142.628000
BestRoute	7341	144.754000
BestRoute	7342	145.462000
BestRoute	7343	147.588000
BestRoute	7344	148.297000
BestRoute	7345	150.423000
BestRoute	7346	151.132000
BestRoute	7347	153.258000
BestRoute	7348	153.966000
BestRoute	7349	156.092000
BestRoute	7350	156.801000
BestRoute	7351	158.927000
BestRoute	7352	159.636000
BestRoute	7353	161.762000
BestRoute	7354	162.470000
BestRoute	7355	164.596000
BestRoute	7356	165.305000
BestRoute	7357	167.431000
BestRoute	7358	168.140000
BestRoute	7359	170.266000
BestRoute	7360	170.974000
BestRoute	7361	173.100000
BestRoute	7362	173.809000
BestRoute	7363	175.935000
BestRoute	7364	176.644000
BestRoute	7365	178.770000
BestRoute	7367	179.478000
BestRoute	7369	180.187000
BestRoute	7370	180.896000
BestRoute	7372	181.604000
BestRoute	7374	182.313000
BestRoute	7376	125.434000
BestRoute	7377	127.560000
BestRoute	7378	127.560000
