123.189000	87
123.189000	188
123.189000	194
123.189000	196
123.189000	211
123.189000	40
123.189000	45
123.189000	12
123.189000	29
123.189000	224
123.189000	220
123.189000	253
123.189000	104
123.189000	118
123.189000	115
123.189000	120
123.189000	77
123.189000	136
123.189000	63
123.189000	1
123.189000	2
123.189000	150
123.198000	2910
123.198000	1027
123.198000	3888
123.198000	1333
123.198000	1331
123.198000	3647
123.198000	2596
123.198000	1607
123.198000	1749
123.198000	2041
123.198000	2915
123.198000	1634
123.198000	3409
123.198000	531
123.198000	3312
123.198000	3078
123.198000	2858
123.198000	3942
123.198000	3093
123.198000	2073
123.198000	1482
123.198000	2204
123.198000	2200
123.198000	3306
123.198000	619
123.198000	615
123.198000	963
123.198000	961
123.198000	1829
123.198000	457
123.198000	3797
123.198000	3794
123.198000	519
123.198000	516
123.198000	2271
123.198000	3330
123.198000	3334
123.198000	3337
123.198000	2083
123.198000	607
123.198000	1789
123.198000	3255
123.198000	1785
123.198000	601
123.198000	2598
123.198000	1302
123.198000	1300
123.198000	2306
123.198000	1273
123.198000	3432
123.198000	568
123.198000	702
123.198000	2765
123.198000	2683
123.198000	3225
123.198000	2314
123.198000	2316
123.198000	2866
123.198000	941
123.198000	3268
123.198000	2685
123.198000	1060
123.198000	3363
123.198000	2390
123.198000	2392
123.198000	1202
123.198000	1512
123.198000	2648
123.198000	2993
123.198000	3689
123.198000	1817
123.198000	395
123.198000	3296
123.198000	2211
123.198000	3120
123.198000	3071
123.198000	492
123.198000	2241
123.198000	2282
123.198000	812
123.198000	3693
123.198000	2479
123.198000	3110
123.198000	2548
123.198000	1043
123.198000	3695
123.198000	2400
123.198000	3539
123.198000	2758
123.198000	1376
123.198000	2348
123.198000	3219
123.198000	733
123.198000	3304
123.198000	3100
123.198000	3207
123.198000	2294
123.198000	3818
123.198000	2439
123.198000	1239
123.198000	3454
123.198000	1422
123.198000	1420
123.198000	1736
123.198000	2191
123.198000	904
123.198000	901
123.198000	1957
123.198000	2839
123.198000	1551
123.198000	3442
123.198000	3161
123.198000	3167
123.198000	1947
123.198000	1942
123.198000	3213
123.198000	3015
123.198000	2561
123.198000	3493
123.198000	3497
123.198000	2704
123.198000	2921
123.198000	2888
123.198000	1712
123.198000	1593
123.198000	3025
123.198000	3028
123.198000	1395
123.198000	1390
123.198000	3848
123.198000	1572
123.198000	1374
123.198000	2714
123.198000	1707
123.198000	1700
123.198000	2009
123.198000	688
123.198000	669
123.198000	2144
123.198000	2546
123.198000	2541
123.198000	1773
123.198000	2037
123.198000	1867
123.198000	2150
123.198000	1605
123.198000	279
123.198000	1919
123.198000	3894
123.198000	2935
123.198000	2939
123.198000	899
123.198000	3286
123.198000	3281
123.198000	3194
123.198000	1989
123.198000	2551
123.198000	2557
123.198000	1987
123.198000	2485
123.198000	1761
123.198000	860
123.198000	865
123.198000	2120
123.198000	3466
123.198000	1900
123.198000	1902
123.198000	2835
123.198000	1834
123.198000	1168
123.198000	1291
123.198000	1294
123.198000	1510
123.198000	2583
123.198000	2054
123.198000	413
123.198000	416
123.198000	323
123.198000	2137
123.198000	3946
123.198000	256
123.198000	528
123.198000	2822
123.198000	1938
123.198000	2222
123.198000	1935
123.198000	1805
123.199000	479
123.211000	2131
123.214000	24
123.214000	26
123.214000	23
123.214000	32
123.214000	33
123.214000	15
123.214000	200
123.214000	114
123.214000	71
123.214000	107
123.214000	108
123.214000	595
123.214000	54
123.214000	55
123.214000	123
123.214000	9
123.214000	148
123.214000	86
123.214000	98
123.214000	187
123.220000	262
123.221000	921
123.225000	685
123.225000	2176
123.225000	1214
123.225000	4008
123.225000	3783
123.225000	3096
123.225000	1682
123.225000	2525
123.225000	1531
123.225000	308
123.225000	278
123.225000	1775
123.225000	1996
123.225000	2571
123.225000	3112
123.225000	844
123.225000	3469
123.225000	3205
123.225000	515
123.225000	2080
123.225000	2155
123.225000	2157
123.225000	3654
123.225000	2431
123.225000	2364
123.225000	2362
123.225000	3414
123.225000	1037
123.225000	3170
123.225000	3318
123.225000	886
123.225000	2134
123.225000	975
123.225000	1029
123.225000	1021
123.225000	1721
123.225000	3576
123.225000	3880
123.225000	1152
123.225000	3321
123.225000	3579
123.225000	706
123.225000	705
123.225000	2058
123.225000	1973
123.225000	2533
123.225000	1372
123.225000	2842
123.225000	3156
123.225000	2330
123.225000	957
123.225000	3083
123.225000	1743
123.225000	578
123.225000	3276
123.225000	2113
123.225000	1314
123.225000	2768
123.225000	1255
123.225000	1909
123.225000	2002
123.225000	2695
123.225000	2165
123.225000	3122
123.225000	1005
123.225000	4006
123.225000	1590
123.225000	1752
123.225000	624
